"place_num","place_name","place_img","place_addr","place_time","place_detail"
297,인왕사(서울),296,서울특별시 종로구 통일로18가길 16-1,문의바람,도심 속에 자리잡은 전통사찰
298,순국선열추념탑,297,서울특별시 서대문구 독립문공원길 80,상시 개방,일제에 항거하다 순국하신 선열들의 얼을 되새기며 추모하기 위한 곳
299,두산아트센터,298,서울특별시 종로구 종로33길 15,공연에 따라 다름,누구에게나 열려있는 예술 공간
300,두산갤러리,299,서울특별시 종로구 종로33길 15,화~금요일 11:00~19:00,쉽고 재미있는 예술 감상
301,스페이스 111,300,서울특별시 종로구 종로33길 15,공연에 따라 다름,다양한 장르를 공연하는 자유로운 아트 인큐베이팅 공간
302,묵정어린이공원,301,서울특별시 중구 동호로31길 21,"00:00 - 24:00",경기도 광주시 오포읍에 위치한 브런치 카페
303,중앙고등학교,302,서울특별시 종로구 창덕궁길 164,문의바람,서울에서 떠나는 역사여행
304,서울대학교 치의학박물관,303,서울특별시 종로구 대학로 101,"09:00~18:00",우리나라 근대치의학의 역사를 배워보자 !
305,인왕산국사당,304,서울특별시 종로구 통일로18가길 20,"00:00 - 24:00",서울을 수호하는 무속신앙속 신당
306,한국교회 100주년 기념관,305,서울특별시 종로구 대학로3길 29,"09:00 ~ 22:00",종로구 연지동에 세워진 한국교회 100주년 기념관
307,동국대학교 박물관,306,서울특별시 중구 필동로1길 30,월~금요일 10:00~16:00,"불교문화와 미술을 배워보는 ""불교종합박물관"""
308,서대문형무소역사관,307,서울특별시 서대문구 통일로 251,"하절기(3~10월) 09:30~18:00
동절기(11~2월) 09:30~17:00
※ 입장 시간은 30분 전까지 가능",역사를 잊은 민족에게 미래는 없다는 묵직한 울림
309,"3.1독립선언기념탑",308,서울특별시 서대문구 통일로 251,상시 개방,역사가 깃든 공간
310,송재서재필선생상,309,서울특별시 서대문구 통일로 251,상시 개방,애국계몽운동에 힘쓴 서재필 선생을 기리는 상
311,독립문,310,서울특별시 서대문구 통일로 251,상시개방,"1898년 1월 자주독립의 상징물 건립을 위하여 독립협회의 주관으로 이루어졌으며,기금은 협회가 모금한 돈으로 충당되었다"
312,선바위(선암),311,서울특별시 종로구 통일로18가길 26,상시 개방,서울시 종로구에 위치한 선바위(선암)는 1973년 1월 17일 서울특별시 민속문화재로 지정된 문화재이다
313,종로 청계 관광특구,312,서울특별시 종로구 율곡로 99,문의바람,다채로운 모습을 갖추고 있는 서울의 심장
314,이목화랑,313,서울특별시 종로구 북촌로 94,"화~금 11:00~18:00
토~일 11:00~17:00",오랜 전통을 가진 미술관
315,수성동계곡,314,서울특별시 종로구 옥인동 185-3,"00:00 ~ 24:00",역사가 깃든 공간
316,서대문독립공원,315,서울특별시 서대문구 통일로 251,연중 개방,독립애국지사들의 넋을 기리다
317,훈련원공원,316,서울특별시 중구 을지로 227,문의바람,훈련원의 역사가 숨쉬는 공원
318,기기국 번사창,317,서울특별시 종로구 삼청동,문의바람,최초의 신식 무기 공장
319,삼청기차박물관,318,서울특별시 종로구 북촌로 147,"금요일 11:30 - 17:00 
토요일 11:30 - 17:00 
일요일 11:30 - 17:00",다양한 모형기차들이 전시되어 있는 모형기차박물관
320,아현동 전골목,319,서울특별시 마포구 굴레방로9길 17,문의바람,고소한 기름냄새가 가득한 전골목
321,갤러리3안,320,서울특별시 종로구 북촌로 137-7,화~토요일 10:30~18:30,"사람과의 소통, 새로운 문화생활"
322,부엉이박물관,321,서울특별시 종로구 북촌로 143,"10:00 ~ 18:00 (10~3월)
10:00 ~ 19:00 (4~9월)","부엉이를 주 주제로 한 미술품, 공예품로 꾸며놓은 엔틱 박물관"
323,국립대한민국임시정부기념관,322,서울특별시 서대문구 통일로 279-24,"10:00 ~ 18:00 (관람종료1시간 전에 입장 마감)",대한민국임시정부의 활동과 역사를 민주주의의 출발점으로 기억하고 후대에 전술하고자 하는 기념관
324,서울대학교병원 의학박물관,323,서울특별시 종로구 대학로 101,"월~금요일 09:00~18:00
토요일 10:00~15:00",한국의 근대의학 발달사를 볼 수 있는 곳
325,유관순동상,324,서울특별시 중구 장충단로 101,문의바람,유관순 열사의 애국정신이 담긴 동상
326,서울 대한의원,325,서울특별시 종로구 대학로 101,문의바람,대한제국시대의 대한의원 건물
327,서울학도병참전기념비,326,서울특별시 용산구 두텁바위로 60,문의바람,"1950년 9월 28일 국군이 서울을 탈환하고 북진할 때, 국군은 포병으로 참전을 자원한 학도의용병들을 용산고등학교에 집결하도록 하였다"
328,국립어린이과학관,327,서울특별시 종로구 창경궁로 215,"09:30~17:30 (입장마감 16:30)
입장시간 : 9:30 / 10:30 / 11:30 / 12:30 / 13:30 / 14:30 / 15:30",국내 최초 어린이 전용 국립 과학관
329,청계천,328,서울특별시 종로구 창신동,문의바람,서울의 한복판 종로구와 중구와의 경계에 흐르는 하천
330,극단 대학로극장,329,서울특별시 종로구 대학로 60,공연에 따라 다름,극단 대학로 극장은 연극배우 정재진씨가 1989년에 창단한 순수 연극 단체이다
331,창덕궁 다래나무,330,서울특별시 종로구 율곡로 99,문의바람,우리나라의 다래나무 중 가장 크고 오래된 나무
332,일성이준열사동상,331,서울특별시 중구 동호로 257-8,문의바람,헤이그 밀사로 특파되어 일제 침략의 부당함을 알린 이준 열사를 기리기 위하여 장충단 공원 내에 건립되었다
333,국립극장,332,서울특별시 중구 장충단로 59,공연에 따라 다름,국립극장은 1950년 4월 29일 아시아 최초의 국립극장으로 설립됐다
334,삼청공원,333,서울특별시 종로구 북촌로 134-3,문의바람,북악산 동남쪽의 깊은 골짜기에 자리잡고 있다
335,서울 경모궁지,334,서울특별시 종로구 대학로 103,문의바람,조선시대의 정원으로 지금의 서울대학교 의과대학 부속병원이 위치한 곳
336,창덕궁 소극장,335,서울특별시 종로구 창경궁로 227 성우빌딩,공연에 따라 다름,창덕궁 소극장은 한국음악의 활성화를 위해 지정된 문화특구인 종로구 국악로에 위치하고 있다
337,서울 동대문 닭한마리 골목,336,서울특별시 종로구 종로40가길 14,문의바람,DIY 소스와 함께 더욱 맛있는 닭한마리 골목
338,식민지역사박물관,337,서울특별시 용산구 청파로47다길 27,화~금: 일 5회(10시반/12시/13시반/15시/16시반),일제의 침략 역사를 마주하는 곳
339,한국유림독립운동파리장서비,338,서울특별시 중구 동호로 261,문의바람,"1919년 3"
340,장충단공원,339,서울특별시 중구 동호로 261,문의바람,항일운동과 관련된 애국충정이 깃든 민족공원
341,별책부록,340,서울특별시 용산구 신흥로16길 7,"13:30~19:30",다양한 매력을 체험하는 해방촌 독립서점
342,장충동 족발 골목,341,서울특별시 중구 장충단로 176,문의바람,장충동 족발의 역사가 시작된 곳
343,전태일동상,342,서울특별시 종로구 청계천로 261,"00:00  ~  24:00","1970년 11월 13일 서울 평화시장 앞에서 열악한 노동조건에 항거하고 근로기준법 준수를 요구하며 근로기준법 화형식을 치르고 시위를 벌이던 중 ""근로기준법을 준수하라"
344,"3.1독립운동기념탑",343,서울특별시 중구 장충단로 91,문의바람,"3"
345,숙명여자대학교 박물관,344,서울특별시 용산구 청파로47길 100,월~토 10:00~17:00,숙명 르네상스플라자의 중심
346,숙명여자대학교 정영양자수박물관(서울),345,서울특별시 용산구 청파로47길 100,"10:00~17:00",다양한 자수 및 직물과 동아시아의 장식예술을 볼 수 있는 곳
347,구공업전습소본관,346,서울특별시 종로구 이화장길 81,문의바람,한국에서 가장 오래된 목조 건물
348,종이나라박물관,347,서울특별시 중구 장충단로 166,"09:30~18:00 (입장마감 17:30)",한국적 미감의 아름다움
349,아르코미술관,348,서울특별시 종로구 동숭길 3 아르코 미술관,"11:00~19:00
18시 30분까지 입장 가능",한국 문화와 예술 생산의 심장부
350,더벨스파 동대문현대시티아울렛점,349,서울특별시 중구 장충단로13길 20,"11:00~21:30",완벽한 휴식을 위한 다양한 관리 프로그램
351,대학로,350,서울특별시 종로구 대학로 104,"00:00~24:00",젊은이들의 발길이 끊이지 않는 길
352,서울 문묘와 성균관,351,서울 종로구 성균관로 31,문의바람,옛 성현들의 제사를 드리는 사당이자 국립 최고 교육기관
353,구 서울대학교 본관,352,서울특별시 종로구 동숭길 3,문의바람,사적 제278호
354,해방촌마을,353,서울특별시 용산구 신흥로3가길 66,"00:00 ~ 24:00",전쟁을 피해온 사람들이 남산 밑의 언덕에 정착하여 만들어진 마을
355,마로니에공원,354,서울특별시 종로구 대학로 104,"24시",젊음과 예술의 공원
356,성균관대학교 박물관,355,서울특별시 종로구 성균관로 25-2,"월~금 : 10:00 ~ 16:00
※ (단, 폐관시간 30분전까지 입실하여 주십시오.)",조선시대 유교문화를 볼 수 있는 박물관
357,청와대 전망대,356,서울특별시 종로구 필운동,[탐방권장시간]3월~10월 07:00~18:0011월~2월 09:00~17:00,서울의 도심 경관과 북악산의 아름다운 풍경을 한눈에
358,장충체육관,357,서울특별시 중구 동호로 241,문의바람,"한국을 살아가는 사람들의 기억 한 켠에 늘, 장충체육관"
359,서울 효창공원,358,서울특별시 용산구 효창원로 177-18,문의바람,"효창동과 청파 2동에 자리한 총면적 122,245m²(36,979평)의 효창공원은 유서 깊은 장소로 예전에는 효창원 경내였다"
360,감로암(서울),359,서울특별시 종로구 율곡로23길 16,문의바람,동대문에서 대학로로 들어가는 율곡로 대로변에 자그마한 사찰이 있다
361,박여숙화랑,360,서울특별시 용산구 소월로38길 30-34,"10:00~19:00","1983년 개관한 박여숙 화랑은 1988년 미술의 불모지라 할 수 있는 청담동으로 이전하면서 청담동이 강남의 대표적인 화랑가로 변모하는 데 주도적인 역할을 하고 있다"
362,예술가의집,361,서울특별시 종로구 동숭길 3,월요일 ~ 토요일 10:00 ~ 18:00,"예술가의 창작을 지원하고 예술가와 예술가, 예술가와 시민과의 소통을 지원하는 매개형 열린공간으로 다양한 문화예술 공연과 전시가 열리고 있다"
363,예지원,362,서울특별시 중구 장충단로 72,"09:00~18:00
프로그램에 따라 시간변동","예지원은 1974년 9월 16일 개원한 곳으로 우리나라 고유한 전통문화를 전승, 발전시켜 생활화함으로써 국가관의 확립과 민족적 주체의식을 함양하며, 전통문화를 해외에 소개함으로써 국가간의 이해증진과 친선을 도모하고 있다"
364,아르코예술극장,363,서울특별시 종로구 대학로8길 7,문의바람,공연예술 전문 극장
365,B the B,364,서울특별시 중구 을지로 281,"11:00 ~ 19:00","서울만의 뷰티를 세계에 선보이는, 서울 뷰티 패션의 핵심거점"
366,한양도성박물관,365,서울특별시 종로구 율곡로 283,"박물관 관람 09:00-18:00
한양도성 자료실 10:00-17:00",한양도성의 역사와 가치를 담은 곳
367,광희문,366,서울특별시 중구 퇴계로 344,"24시간",광희문은 태조 5년(1396) 도성 창건 때 동남쪽에 세운 소문이다
368,봉원사(서울),367,서울특별시 서대문구 봉원사길 120,문의바람,"신라 제 51대 진성여왕 3년(889년) 도선국사가 현 연세대 터에 창건하고, 반야사라 하였다"
369,짚풀생활사박물관,368,서울특별시 종로구 성균관로4길 45,"10:00~17:00 (입장마감 16:00)",짚과 풀로 만든 모든 전통 자료를 볼 수 있는 박물관
370,이화여자대학교박물관,369,서울특별시 서대문구 이화여대길 52,[월요일~금요일]09:30~17:00[매월 마지막 수요일 (문화가 있는 날)]09:30~19:00,한국의 문화유적을 만나는 공간
371,의열사(용산),370,서울특별시 용산구 효창원로 177-18,상시 개방,애국선열들의 영정을 모신 사당
372,이화여대 자연사박물관,371,서울특별시 서대문구 이화여대길 52,"월~금 10:00~16:00 (1,2,7,8월 방학기간 중 토요일 휴관)",자연에 대한 학교교육과 사회교육에 이바지할 목적으로 1969년 11월 20일에 국내 최초로 설립되었다
373,이화웰컴센터,372,서울특별시 서대문구 이화여대길 52,"09:30~17:00","이화웰컴센터는 2013년 국내 대학 최초로 문을 연 대학 글로벌 홍보관이자 종합 방문자 센터로 안내데스크와 전시라운지, 기념품샵으로 구성되어 있다"
374,대학로예술극장,373,서울특별시 종로구 대학로10길 17,"09:00~22:00",젊은 예술가의 열정이 살아 숨쉬는 공간
375,목인박물관 목석원,374,서울특별시 종로구 창의문로5길 46-1,매일 10:30 - 19:00 (입장마감 18:00)동절기 10:30 - 18:00 (입장마감 17:00),세계 각국의 목인(木人)을 만나볼 수 있는 곳
376,마로니에극장,375,서울특별시 종로구 동숭길 50,공연에 따라 다름,예술인들의 열정이 담겨있는 극장
377,동대문디자인플라자(DDP),376,서울특별시 중구 을지로 281,"10:00~20:00
※ 프로그램에 따라 일부공간 탄력운영",가장 매력적인 서울 야경을 볼 수 있는 복합 문화공간
378,서울 한양도성(스탬프투어),377,서울특별시 종로구 창의문로 42,문의바람,"자연 속의 도시경관, 도시 속의 역사경관"
379,흥인지문,378,서울특별시 종로구 종로 288,문의바람,"서울 성곽은 옛날 중요한 국가시설이 있는 한성부를 보호하기 위해 만든 도성(都城)으로, 흥인지문은 성곽 8개의 문 가운데 동쪽에 있는 문이다"
380,이봉창의사동상,379,서울특별시 용산구 효창원로 177-18,문의바람,이봉창의사의 애국정신을 기리는 동상
381,동대문역사문화공원,380,서울특별시 중구 을지로 281,"[공원] 24시간 개방
[배움터]  10:00~19:00 / 수,금 10:00~21:00 
[살림터] 평일 10:00~21:00 / 주말 또는 공휴일 10:00~22:00 
※ 알림터는 프로그램에 따라 운영 시간이 다름",서울의 옛 정취를 느낄 수 있는 문화공원
382,학전블루 소극장,381,서울특별시 종로구 대학로12길 46,공연에 따라 다름,다양한 장르의 문화창조 공간
383,간송미술관(서울 보화각),382,서울특별시 중구 을지로 281,"10:00~19:00 평일, 주말, 공휴일
10:00~21:00 금요일, 토요일",우리나라 최초의 사립미술관
384,어린이 감각놀이터 디키디키,383,서울특별시 중구 을지로 281,"10:30~18:30",디자인을 통해 감성과 창의력을 키우는 놀이문화공간
385,청운문학도서관,384,서울특별시 종로구 자하문로36길 40,"평일 10:00~21:00
주말 10:00~19:00",한옥으로 지어진 종로구 문학특성화도서관
386,민주인권기념관,385,서울특별시 용산구 한강대로71길 37,"09:30 ~17:30 (관람 종료 30분 전까지 입장 가능)","민주인권기념관은 서울 용산구 남영동에 있었던 공권력의 고문 시설 치안본부(경찰청의 전신) 남영동 대공분실을 보존하고, 아픔을 기억하며 희망으로 미래를 열어가자는 취지로 민주화운동기념사업회와 시민사회가 함께 힘을 모아 건립하는 기념관이다"
387,크라운해태 키즈뮤지엄,386,서울특별시 용산구 한강대로72길 3,"수~일 10:00~17:00 (월요일, 화요일 휴관)","거침없이 팍팍, 아이들의 해방구"
388,아트센터 K,387,서울특별시 종로구 동숭길 101,공연에 따라 다름,"2012년 2월 아트센터 K(구, 원더스페이스)가 재개관을 하였다"
389,어쩌다 산책,388,서울특별시 종로구 동숭길 101 현대엘리베이터 빌딩,문의바람,아름다운 시간
390,청운공원,389,서울특별시 종로구 창의문로 119,"00:00 - 24:00",서울의 아름다운 야경을 즐길 수 있는 청운공원
391,와룡공원,390,서울특별시 종로구 와룡공원길 192,문의바람,계절별 아름다운 꽃이 피는 공원
392,김옥길기념관,391,서울특별시 서대문구 연대동문길 47-6,이용 불가,김옥길 여사를 추모하기 위해 세운 기념관
393,낙산공원,392,서울특별시 종로구 낙산길 41,"낙산공원 상시개방
낙산전시관 09:00~17:00",역사문화관광의 중심 낙산공원
394,백범김구기념관,393,서울특별시 용산구 임정로 26,"10:00 ~18:00 (마감 17:00)",겨레의 큰 스승 백범 김구 선생의 삶과 사상을 이해할 수 있는 곳
395,어반아트,394,서울특별시 용산구 소월로44길 7 어반아트,※ 홈페이지 이용시간 참조,국내외에서 영향력 있는 현대미술 작가와 작품들을 소개는 곳
396,무악산 동봉수대 터,395,서울특별시 서대문구 봉원동,문의바람,적의 침입을 알리던 조선시대의 봉화터
397,몽인아트스페이스,396,서울특별시 중구 동호로15길 80,문의바람,현대미술가들을 위한 스튜디오
398,자하미술관,397,서울특별시 종로구 창의문로5가길 46,"10:00~18:00 (입장마감 17:30)
※ 전시일정 확인 후 방문",서울에서 가장 높은 곳에 위치한 미술관
399,북악산,398,서울특별시 종로구 청운동,"봄·가을(3월~4월/9월~10월) : 07:00~18:00 (16시까지 입산)
여름(5월~8월) : 07:00~19:00 (17시까지 입산)
겨울(11월~2월) : 09:00~17:00 (15시까지 입산)",서울분지를 둘러싸는 내4산(內四山)중 가장 높은 산
400,윤동주시인의언덕,399,서울특별시 종로구 창의문로 119,"00:00 - 24:00",남산타워가 보이는 아름다운 서울의 밤 풍경을 즐기기 좋은 언덕
401,윤동주문학관,400,서울특별시 종로구 창의문로 119,"화요일 ~ 일요일 10:00 ~ 18:00 
입장마감 17:30",윤동주의 발자취와 세상을 향한 그의 시선을 기억하고자
402,창의문(자하문),401,서울특별시 종로구 창의문로 118,문의바람,"4소문 중에서 그 원형을 유일하게 보존하고 있는 문"
403,연우소극장,402,서울특별시 종로구 창경궁로35길 21,공연에 따라 다름,"창작극 불모 시대에 창작극이라는 깃발을 내걸고 시작한 ""연우무대"" 는 한국 연극의 독자적인 공연 양식을 창출하기 위한 창작극 개발과 이에 따를 실험 작업으로 일관해왔으며, 이것이 오늘의 한국 연극에서 보여지는 창작극 활성화를 앞당겼음을 자부하고 있다"
404,서울한양도성 백악구간,403,서울특별시 종로구 청운동,"겨울 (11~2월 / 4개월) : 09:00~17:00(15:00까지 입산)봄,가을(3~4월,9~10월 / 4개월) : 07:00~18:00(16:00까지 입산)여름(5~8월 / 4개월) : 07:00~19:00(17:00까지 입산)※ 탐방 절차 간소화 → 신분확인 절차 생략※ 365일 연중 무휴",서울의 아름다운 모습을 감상할 수 있는 곳
405,JCC재능문화센터,404,서울특별시 종로구 창경궁로35길 29,화요일 ~ 일요일 (10:00 - 18:00),교육기업인 재능교육이 2015년 개관한 재능문화센터는 교육과 문화의 소통 공간이다
406,부암동,405,서울특별시 종로구 창의문로 145,"24시간",풍경이 미술관이 되는 곳
407,백악마루,406,서울특별시 종로구 부암동 30,"5~8월 07:00~19:0011~2월 09:00~17:003~4월·9~10월 07:00~18:00",서울 도심을 조망하는 최고의 포인트
408,북정마을,407,서울특별시 성북구 성북로23길 132-3,"09:00~18:00 (주민배려 정숙관광 필요)",오래된 골목의 정취를 느끼다
409,가톨릭대학교 성신교정도서관,408,서울특별시 종로구 창경궁로 296-12,"[대출실] 학기중 09:00 ~ 17:00 / 방학중 09:00 ~ 16:00
[자료실, 복사실] 학기중 08:30 ~ 17:30 / 방학중 08:30 ~ 16:30 (점심시간 12:30 ~ 14:00)
[연학실] 학기중 08:30 ~ 17:30 / 방학중 휴실","한국 교회를 이끌어 갈 성직자 양성과, 가톨릭 교육의 최고 기관으로서의 역할을 다하기 위해서 제반연구에 필요한 자료를 수집, 보존, 관리하여 교수와 학생들에게 연구 자료에 관한 정보를 제공하고 있다"
410,산마루놀이터,409,서울특별시 종로구 창신6가길 47,- 하절기(5~10월) 09:00~19:00- 동절기(11~4월) 09:00~18:00,창신동의 지역적 의미를 되살린 놀이터
411,경리단길,410,서울특별시 용산구 이태원동,"00:00 ~ 24:00","경리단길은 국군재정관리단 정문으로부터 그랜드하얏트 호텔 방향으로 이어지는 길과 주변 골목길을 통칭하며, 과거 육군중앙경리단이 현 위치에 있어 경리단길이라 불리어왔다"
412,남산 야외식물원,411,서울특별시 용산구 소월로 323,문의바람,남산타워 올라가기 위해 거쳐가는 자연쉼터
413,채석장 전망대,412,서울특별시 종로구 창신동,"평일 13:00 ~ 22:00 (월요일 휴무)
주말 10:00 ~ 22:00",채석장의 역사를 간직한 전망대
414,전쟁기념관,413,서울특별시 용산구 이태원로 29,"09:30~18:00 (입장마감 17:00)","호국의 전당, 전쟁기념관"
415,환기미술관,414,서울특별시 종로구 자하문로40길 63,"10:00~18:00
※ 전시에 따라 변동 가능","환기미술관은 수화 김환기 선생 작고 이듬해 설립된 환기재단에 의해 1992년 세워졌으며, 김환기 선생의 작품전시를 비롯한 다양하고 활발한 기획전시, 행사, 교육프로그램 등을 운영해 오고 있다"
416,올림픽기념국민생활관,415,서울특별시 종로구 성균관로 91,문의바람,시민들을 위한 문화공간
417,충무아트센터,416,서울특별시 중구 퇴계로 387,해당 공연 및 전시에 따라 다름,공연예술의 허브
418,만해한용운심우장,417,서울특별시 성북구 성북로29길 24,"09:00~18:00",‘님의 침묵’의 시인인 만해 한용운님의 유택
419,신당동 떡볶이 골목,418,서울특별시 중구 다산로33길 10-18,문의바람,떡볶이 골목의 살아있는 전설
420,동대문 문구완구거리,419,서울특별시 종로구 종로52길 36,"08:00~19:00",국내 최대 문구·완구를 취급하는 전문 시장
421,안양암(서울),420,서울특별시 종로구 창신5길 59-2,문의바람,안양암(安養庵)은 서울시 종로구 창신동에 자리한 사찰로 한국미술박물관의 별관이다
422,러쉬 이태원SPA점,421,서울특별시 용산구 회나무로42길 10,"10:00~22:00",영국 전통의 감성스파
423,이대거리,422,서울특별시 서대문구 대현동,문의바람,"카페, 음식점, 의류, 미용실, 화장품 등 특색있는 점포들이 가득한 거리"
424,공덕동 족발 골목,423,서울특별시 마포구 임정로21길 12-4,문의바람,추억이 있는 공덕동 족발 골목
425,종로구시설관리공단 종로구민회관(실내),424,서울특별시 종로구 지봉로5길 7-5,※ 대상별 상이하므로 홈페이지 참고,"종로구민회관은 2000년 2월에 설립된 종로구시설관리공단에서 운영하는 종합스포츠/문화센터로서 지역발전 및 구민여러분의 생활 편익과 건강, 복리증진을 위하여 운영되고 있다"
426,유금와당박물관,425,서울특별시 종로구 창의문로11가길 4,"14:00 ~ 18:00",한국와당의 역사와 시대별 변천사를 볼 수 있는 박물관
427,갤러리 스클로,426,서울특별시 중구 다산로16길 29,화요일~토요일 10:00~18:00공휴일 11:00 ~ 17:00※전시기간 내에만 공휴일에 오픈,유리예술품을 전시하는 국내 최초 리조형작품 전문화랑
428,마포문화원,427,서울특별시 마포구 백범로 227 마포문화원,"09:00~18:00",마포문화원은 지방문화원법('94
429,그랜드하얏트 서울 아이스링크,428,서울특별시 용산구 소월로 322,문의바람,감미롭고 환상적인 시간을 보내다
430,마포아트센터,429,서울특별시 마포구 대흥로20길 28,공연에 따라 다름,"다양한 공연, 전시로 구민의 일상 문화예술을 위한 전문 공연장, 마포아트센터"
431,북악산 숙정문,430,서울특별시 성북구 대사관로 1,"11월~2월 : 10:00 ~ 15:00 (17시까지 퇴장)
3월~10월 : 09:00 ~ 16:00 (18시까지 퇴장)",국민의 품으로 돌아온 북악산 숙정문
432,갤러리 S.P,431,서울특별시 용산구 회나무로44가길 30,월~금 10:00~18:00 (전화문의),다양한 장르의 현대 미술품을 만나볼 수 있는 곳
433,석파정서울미술관,432,서울특별시 종로구 창의문로11길 4-1,"10:00 ~ 18:00",서울 종로구 부암동에 있는 사립미술관으로 흥선대원군의 별서인 석파정을 함께 관리하고 있다
434,신촌문화발전소,433,서울특별시 서대문구 연세로2나길 57,"10:00~21:00",신촌문화발전소는 청년 문화예술인의 창작활동을 지원하고 함께 성장하는 문화예술 커뮤니티 공간입니다
435,서울 연세대학교 언더우드관,434,서울특별시 서대문구 연세로 50,문의바람,대학교의 역사를 보여주는 캠퍼스의 상징
436,우석뮤지엄,435,서울특별시 서대문구 신촌로 129,화요일~일요일 10:00~19:00,우석 최규명 선생의 작품을 만나보자 !
437,서울 연세대학교 아펜젤러관,436,서울특별시 서대문구 연세로 50,문의바람,연세대학교의 본관건물인 스팀슨관의 맞은편에 위치하고 있다
438,상허이태준가옥(수연산방),437,서울특별시 성북구 성북로26길 8,"평일 11:30~18:00
주말 11:30~22:00  (18:00~19:00 브레이크타임)",상허 이태준이 많은 문학작품을 집필한 곳
439,서울 연세대학교 스팀슨관,438,서울특별시 서대문구 연세로 50,문의바람,연세대학교에 최초로 세워진 건물
440,최순우 옛집,439,서울특별시 성북구 성북로15길 9,"10:00 ~ 16:00 *행사 별 상이하므로 상세 내용 홈페이지 참고 
* 단체 20인 이상 관람 시는 사전예약","꾸미지 않은 단아한 아름다움, 시민문화유산 1호"
441,성북문화원,440,서울특별시 성북구 성북로4길 13-8,"09:00~18:00 / 강좌마다 시간상이","성북문화원은 지역문화에 관한 사회교육 활동, 지역 환경보존 등 지역사회 발전을 위한 문화활동 및 기타 장학사업 등 지역문화발전에 기여할 수 있는 사업을 추진하고 있으며, 향토사의 조사, 연구 및 사료의 수집, 보존과 지역 고유문화의 계발하고 보존하며 지역 전통문화의 국내외 교류에 힘쓰고 있다"
442,당고개순교성지,441,서울특별시 용산구 청파로 139-26,문의바람,역사가 담긴 곳
443,블루스퀘어,442,서울특별시 용산구 이태원로 294,공연에 따라 다름,하루종일 있어도 지루할 틈이 없는 복합문화공간
444,서울 삼각지 대구탕 골목,443,서울특별시 용산구 한강대로 182,점포마다 다름,"30년 전통을 지닌 삼각지 대구탕 골목"
445,리움 미술관,444,서울특별시 용산구 이태원로55길 60-16,"10:00~18:00 (매표마감 17:30)",한국 미술의 수준 높은 전시
446,녹사평역 지하예술정원,445,서울특별시 용산구 녹사평대로 지하 195,문의바람,예술과 자연이 어우러진 문화 공간
447,서울 동관왕묘,446,서울특별시 종로구 난계로27길 84,문의바람,명장 관우의 사당(보물)
448,서강대박물관,447,서울특별시 마포구 백범로 35,"10:00~12:00, 13:00~15:00",한국 민족문화를 배우는 박물관
449,백해영갤러리,448,서울특별시 용산구 이태원로27길 77,"09:00~19:00",백해영 갤러리는 서울에 위치한 갤러리와 뉴욕의 지사를 중심으로 세계 속의 한국미술 문화 발전과 국제화를 위해 최선을 다해왔다
450,성북동성당,449,서울특별시 성북구 선잠로 28,"00:00 ~ 24:00 / 예배일정은 홈페이지참조",성북동 산책로 중심에 자리 잡은 성당으로 길상사와 가까운 곳에 위치해 있다
451,숭인근린공원,450,서울특별시 종로구 동망산길 150,문의바람,도심속에 자리잡은 시민들의 휴식공간
452,청룡사(서울),451,서울특별시 종로구 동망산길 65,일출시~일몰시,"청룡사(靑龍寺)는 대한불교조계종 직할교구 조계사의 말사로, 종로구 숭인동에 위치한다"
453,서대문자연사박물관,452,서울특별시 서대문구 연희로32길 51,"※ 사회적 거리두기 해체로 단체관람만 예약(개인관람은 예약 없음)
- 코로나19로 인한 생활 속 거리두기의 방편으로 온라인 사전예약 관람제 실시
평일 : 09:00~18:00 (매표 및 입장마감 17:00)
주말 : 09:00~19:00 (매표 및 입장마감 18:00)
* 사전예약 관련 문의 02-330-8899",태초의 생명과 대자연의 역사가 펼쳐진다
454,용산공예관,453,서울특별시 용산구 이태원로 274,매주 화요일~일요일 10:00~19:00,"과거와 현재, 도시와 도시를 이어주는 복합문화공간"
455,묘각사(서울),454,서울특별시 종로구 종로63가길 31,문의바람,묘각사는 서울시 종로구 숭인동 낙산 동쪽에 있는 사찰로서 대한불교 관음종 총본산이다
456,박정희대통령가옥,455,서울특별시 중구 다산로36가길 25,화요일 ~ 일요일 10:00 ~ 18:00,박정희 전 대통령의 가옥
457,서울특별시교육청 서대문도서관,456,서울특별시 서대문구 모래내로 412,"[종합자료실] 평일 09:00~20:00 / 주말 09:00~17:00
[어린이자료실] 평일 09:00~18:00 / 주말 09:00~17:00
[자율학습실] 평일 08:00~22:00 / 주말 08:00~22:00
하절기(3월-10월) 07:00 ~ 
[디지털자료실,연속간행물실] 평일 09:00~18:000 / 주말 09:00~17:00",꿈과 열정을 키워 나가는 서울시교육청 서대문도서관
458,해밀톤호텔 수영장(실외),457,서울특별시 용산구 이태원로 179,"10:00 ~ 18:00",음악과 함께 즐기는 도심 속 실외 수영장
459,다울랭 갤러리,458,서울특별시 용산구 이태원로54길 5,"11:00 - 20:00",예술이라는 언어로 소통과 유대를 형성하는 공간
460,신촌 플레이버스,459,서울특별시 서대문구 연세로5길 11,"11:00 ~ 21:00",이야기를 실은 음악버스 신촌 플레이버스
461,TINC,460,서울특별시 성북구 동소문로10길 34-16 명성교회,해당 전시나 공연에 따라 다름.,무엇이든 가능한 자유로운 문화공간
