"rest_num","rest_name","rest_img","rest_addr","rest_menu","rest_time","rest_detail"
477,제스티살룬 연남,476,서울특별시 마포구 연희로 31,와사비 쉬림프 버거,"11:30 ~ 21:00 / (라스트 오더 20:30)",아메리칸 버거를 사랑하는 곳
478,더코너키친,477,서울특별시 종로구 평창문화로 98 행운빌딩,"마르게리따피자, 꽈뜨로포르마지피자, 옥수수피자, 피칸테피자","11:00 ~ 21:30 (15시~17시 브레이크타임)",옥수수 피자와 이베리코 스테이크 맛집
479,릴즈,478,서울특별시 성동구 청계천로 474,아메리칸 브런치,"10:00 ~ 20:30 (15:30~17:00 브레이크타임)",따뜻한 분위기의 왕십리 브런치 레스토랑
480,한스갤러리,479,서울특별시 성북구 정릉로10길 127,우삼겹 피자 / 새우관자 리조토,"11:30 ~ 22:00 브레이크타임 15:00 ~ 17:00","국민대학교 맞은편 정릉으로 유명한 나지막한 산 위에 있는 식당이다. 주변에 우이선 정릉역이 있지만, 도보 이용은 불가능하다. 뒤편으로는 북악산의 끝자락인 울창한 숲과 앞쪽으로 난 시원한 전망과 함께 넓은 야외 정원도 갖췄다. 여기서는 야외 결혼식과 각종 리셉션도 열린다. 이름처럼 미술 갤러리와 레스토랑과 카페를 겸하고 있다."
481,비스티버거,480,"서울특별시 용산구  독서당로 (46, 한남아이파크)",비스티 버거,"10:00 ~ 22:00",신선하고 완벽한 맛
482,계담다,481,서울특별시 마포구 동교로38길 33-20,"계담닭, 크림담닭, 알리오담닭, 토마담닭, 토리담닭, 훈제통닭",매일 12:00 ~ 새벽 03:00,촉촉한 훈제 치킨의 매력을 느낄 수 있는 퓨전레스토랑
483,오만지아,482,서울특별시 용산구 유엔빌리지길 14,"마레미스티, 트러플파스타, 가지피자","평일 12:00 ~ 24:00 /브레이크타임(평일) 15:00 ~ 18:00/ 주말, 공휴일 12:00 ~ 24:00 (브레이크 타임 없음)",분위기 있는 오픈 키친
484,와가리피순대,483,서울특별시 동대문구 왕산로9길 22,순대모듬 / 오소리 순대국,"09:30 ~ 22:30","푸짐한 피순대가 맛있기로 유명한 집이다. 돼지 막창 속에 선지와 채소가 들어간 피순대와 애기보, 오소리 등의 부속 고기가 들어간 모둠 순대가 대표메뉴이다. 매콤한 맛의 순대국도 한 끼 식사로 적당하다."
485,희원,484,서울특별시 서대문구 모래내로 263,코스요리,"11:00 ~ 21:00 (브레이크타임 15:00 ~ 17:00) ※ 주말 라스트오더 20:45까지)","안전한, 건강한 먹거리"
486,메종브리크,485,서울특별시 마포구 동교로38길 27-19,"오리닭가슴살스테이크 , 연어보리쌀크림리조또","12:00-22:00",연남동의 아늑한 분위기
487,대도식당 왕십리본점,486,서울특별시 성동구 무학로12길 3 대도식당,"대도 한우 등심, 대도 깍두기볶음밥","11:00~22:00 (라스트오더 21:00)","60년 전통의 한우 요리를 맛볼 수 있는 왕십리 맛집"
488,소이연남,487,서울특별시 마포구 동교로 267,소고기국수,"11:00~21:20 (15:00~17:00 브레이크 타임)",현지의 맛을 느낄 수 있는 연남동 태국쌀국수
489,미미옥,488,서울특별시 용산구 한강로3가 한강대로15길 (27),양지쌀국수,"11:00 ~ 21:30 (브레이크 타임 15:30-17:00)","소고기, 닭, 버섯을 따로 육수 내어 최적으로 블렌딩한 맑은 육수에 경기도 '이천쌀'로 뽑은 쌀면을 사용한 한국적인 쌀국수를 요리하고 있다. 베트남 향신료인 고수를 넣지 않고, 우리나라의 허브라 불리는 '방아잎'을 넣는다."
490,온정텐동,489,서울특별시 마포구 양화로23길 10-10,온정텐동,"11:00 ~ 22:00",'따뜻한 사랑과 인정' 의 뜻을 가진 온정텐동. 다양한 토핑의 텐동이 준비되어 있으며 모든 메뉴가 정식 차림으로 구성되어 깔끔하다. 맥주와 함께 하기에도 좋고 혼밥도 좋다.
491,키친숲,490,서울특별시 마포구 동교로 256-10,반반카레,"12:00 ~ 21:00","연남동 키친숲은 화이트톤과 우드톤이 결합된 깔끔하고 아늑한 인테리어의 혼밥하기 좋은 곳이다. 메뉴는 새우크림카레와 소고기토마토카레 2가지이며, 2가지 메뉴를 함께 즐길 수 있는 반반카레가 인기이다. 이 외에 사이드로 함께 곁들일 수 있는 고로케, 순살닭튀김 등이 있으며 면으로 카레를 즐길 수 있는 카레우동도 맛이 좋다."
492,에이든,491,서울특별시 마포구 동교로38길 16,"꿀대구 스테이크, 생면파스타, 리조또 수제 감자뇨끼",평일 17:00 - 24:00 / 주말 15:00 - 24:00,편한 동네 가게 콘셉트의 음식점 겸 와인 바이다.
493,메종한남,492,서울특별시 용산구 유엔빌리지3길 24,한우 채끝 스테이크,"12:00 ~ 22:00 /Break time 15:00 ~ 17:30","한강 동호대교의 야경 뷰가 아름다운 이탈리안 레스토랑으로 한남동 유엔빌리지에 있다. 낮에도 식당의 전면 통유리창으로 한강이 바로 옆에서 흐르는 것 같은 개방감과 한강 이남을 모두 조망할 수 있다. 유럽의 한적한 가정집을 방문하는 것 같은 이국적인 벽돌집 외관도 인상적이다.
경의.중앙선 한남역 1번 출구 독서당 어린이공원 인근에 있다."
494,황금가든,493,서울특별시 성동구 행당로8길 8-1,곤드레비빔밥,"10:00~22:30",행당동에서 든든한 한 끼 식사
495,툭툭누들타이,494,서울특별시 마포구 성미산로 161-8,똠얌꿍 / 얌운센,"11:30~21:30(15:00 - 17:00 브레이크타임/토,일 15:30 - 17:00 브레이크타임)",연남동에서 떠나는 태국여행
496,보광기사식당,495,서울특별시 용산구 장문로6길 97,생오리로스,매일 10:00 ~ 22:00,돼지불백이 맛있는 동빙고동 기사식당
497,자하싸리집,496,서울특별시 종로구 진흥로 463 싸리집,"무침,수육,전골,탕",매일 11:30 ~ 21:30,입맛과 건강을 찾는 보양음식 전문점
498,송가네감자탕,497,서울특별시 마포구 동교로 245,감자탕,"24시간",서울시 마포구 연남동에 자리 잡고 있는 감자탕집
499,하이디라오 홍대점,498,서울특별시 마포구 양화로 176 동교동 스타피카소,청유마라,"10:00 - 05:00","개성있고 맛있는 훠궈, 마라탕 맛집"
500,청록양식,499,서울특별시 마포구 동교로 220-7,"단호박 로제크림 뇨끼, 고등어 바질오일 파스타","12:00 ~ 22:00 (브레이크타임 15:30 ~ 17:00 / 라스트오더 20:30)",연남동 파스타 맛집
501,나정순할매쭈꾸미,500,서울특별시 동대문구 무학로 144,주꾸미,"11:30 ~ 21:30 (브레이크타임 14:30~17:00) / 라스트 오더 점심 13:00, 저녁20;00 )",전국에서 찾아오는 주꾸미 전문점
502,이공김밥 안암본점,501,서울특별시 성북구 안암로 61-6,"참치폭탄김밥, 돈가스김밥, 제육김밥","개강 시 화~일요일 09:00~22:00(브레이크 타임 15:00~16:00, 라스트 오더 21:00) / 방학 시 화~일요일 10:00~22:00(브레이크 타임 15:00~16:00, 라스트 오더 21:00)",이공김밥 안암본점
503,두레유,502,서울특별시 종로구 평창문화로 136 킴스관광호텔,하늘 코스,"11:00~22:30 (브레이크타임 15:00~17:00)",평창동 퓨전 한식 레스토랑
504,춘향미엔,503,서울특별시 성동구 왕십리로21길 26,온면 / 매운 온면,"11:00~22:00 (월~금 14:50~16:00 브레이크타임)",왕십리 온면 만두요리 전문점
505,다채 동빙고점,504,서울특별시 용산구 녹사평대로 66 용산푸르지오파크타운,"불고기쌈밥정식, 고등어구이쌈밥정식",매일 11:30 ~ 22:00,다채로운 종류의 쌈과 제육요리의 쌈밥집
506,산띠,505,서울특별시 마포구 와우산로27길 70,탄두리치킨 / 커리 / 난,"11:30 ~ 22:00 (월~목 브레이크타임 16:00 ~ 17:00)",네팔 요리를 만나는 공간
507,구기동오면,506,서울특별시 종로구 진흥로 455,잔치국수,"10:30~20:30",북한산 둘레길에서 만나는 국수집
508,용두동쭈꾸미 본점,507,서울특별시 동대문구 무학로36길 10,주꾸미볶음,"10:30 ~ 22:30","서울 동대문구 제기동은 주꾸미 골목이 유명한데 그중에서도 용두동쭈꾸미 본점은 매콤한 주꾸미와 함께 매운맛을 덜어주는 두부가 들어간 걸쭉한 카레 소스가 함께 제공되는 것이 특징이다. 계란찜과 먹고 남은 양념에 볶아내는 볶음밥도 인기 있다. TV 프로그램 , <생생정보통>, <무한지대큐> 등 다수의 방송 프로그램에 소개되었다.
지하철 1호선 제기동역 6번 출구에서 나와 200m 거리, 용두동 주꾸미 골목 안에 있다."
509,락희안 가좌본점,508,서울특별시 서대문구 가재울로4길 53,전복돌판누룽지탕,"11:30 - 21:30 (15:00 - 17:00 브레이크 타임)","3대째 이어지는 서대문구 가좌동 전통의 중식"
510,용두동복집,509,서울특별시 동대문구 왕산로16길 9,"복매운탕, 복지리, 복불고기,복튀김","11:30~ 21:00 (브레이크타임 15:30~17:00 )",용두동주꾸미골목 복집 노포
511,갯마을,510,서울특별시 용산구 서빙고로 56,만두국,"09:30 ~ 21:00 (브레이크타임 15:30 ~ 17:00)",친절한 서비스와 깔끔한 음식
512,백년손님,511,경상북도 경주시 포석로1050번길 32,돼지석쇠 정식,"09:00~20:00, 브레이크 타임 15:00~16:30",돼지석쇠구이 등 각종 석쇠구이가 별미
513,땅코참숯구이 본점,512,서울특별시 성동구 행당로17길 26 세종보습학원,"삼겹살, 목살, 갈매기살",매일 14:00~22:50 (라스트 오더 22:05),참숯 목살구이 맛집
514,오근내닭갈비,513,서울특별시 용산구 이촌로29길 15,닭갈비,평일 11:30 ~ 22:00쉬는 시간 15:30 ~ 16:30,"100% 국내산 닭"
515,종점숯불갈비,514,서울특별시 용산구 장문로 112,차돌박이,매일 11:00 ~ 22:30,고독한 미식가의 돼지갈비 맛집
516,강촌쌈밥,515,서울특별시 종로구 평창30길 9,쌈밥정식,"11:00~20:00",싱싱한 유기농채소를 사용하는 평창동 쌈밥집
517,평창동의봄,516,서울특별시 종로구 평창20길 41,스테이크,베이커리&카페 08:00~21:30레스토랑 11:00 ~ 21:30 (브레이크타임 14:30 ~ 17:00),평창동의 멋진 뷰가 있는 레스토랑
518,엄마손떡볶이,517,서울특별시 서대문구 증가로10길 37,떡볶이,"10:00 - 21:00",학창시절 추억 간직한 명지대 떡볶이 맛집
519,감나무집기사식당,518,서울특별시 마포구 연남로 25,돼지불백,"24시간",무한도전 나온 연남동 24시간 돼지불백 맛집
520,모래내곱창,519,서울특별시 서대문구 증가로10길 26,야채곱창볶음,월~토 12:00~23:00(라스트 오더 22:45),새로운 곱창을 맛보고 싶을 때!
521,원조할머니두부집,520,서울특별시 종로구 진흥로 439,두부찌개,"09:00 ~ 22:00 공휴일 09:00  ~ 21:00","조상들의 방식 그대로 국산콩만을 사용하여 재래식으로 두부를 만들어 찌개 및 각종 두부요리를 하는 음식점으로, 새벽에 만들어져 나온 순두부의 담백하고 고소한맛은 할머니손두부집의 자랑 거리이다. 각종 성인병이 많은 요즘 다양한 종류의 콩 음식들은 환자의 문병 음식으로도 좋고 편식하는 아이들에게도 좋은 음식이다. 또한 한국의 토속적인 음식을 대접하고자 외국인들을 모시고 오는 분들도 많다."
522,평창동 북악정,521,서울특별시 종로구 평창36길 6,생갈비,"11:00 ~ 22:00","30년 넘는 전통 방식의 노하우로 맛이 일품인 평창동 북악정"
523,바다회사랑,522,서울특별시 마포구 동교로27길 60,광어,"월~토 14:30 ~ 23:30, 일 14:30 ~ 22:30",싱싱한 회가 맛있는 홍대 횟집
524,"566라멘",523,서울특별시 마포구 연남로3길 33,라멘,"11:30 ~ 20:30",일본의 지로 라면의 가게이다. 카운터석만 있으니까 혼자라도 부담없이 들어갈 수 있다. 양도 굉장히 푸짐한 편으로 모두 만족한 후기들이 많다. 염도가 강하다고 느껴진다면 사장님께 육수를 요청할 수 있다.
525,컨시더,524,서울특별시 마포구 동교로51길 119,베이글,"12:00 - 20:00(19:30 라스트오더)",분위기 좋은 베이글 맛집
526,고른햇살,525,서울특별시 성북구 개운사길 14,"치즈롤, 원조김밥",매일 06:30 ~ 23:30,고려대 치즈라볶이 맛있는곳
527,댓잎갈비 본점,526,서울특별시 용산구 서빙고로91길 2 댓잎갈비,댓잎갈비,"10:30~21:30(브레이크 타임 15:00~17:00, 라스트 오더 21:00)",돼지갈비 집이지만 추어탕이 더 유명한 맛집
528,니와,527,서울특별시 용산구 이촌로75길 22,"오코노미야끼, 타코야끼","17:30 ~ 01:30",정통 일본식 요리와 술을 즐길 수 있는 선술집
529,야마토텐동,528,서울특별시 성북구 고려대로28길 2,"아나고텐동, 규텐동","11:00 ~ 21:00","일본의 장신정신이 깃든 일식 전문 식당이다. 오픈형 키친으로 튀김을 튀기는 모습이나 요리하는 모습을 직접 감상할 수 있다. 특히 사장님의 특별소스는 30일간 숙성이 되고 있어 텐동의 맛이 더욱 깊다. 주문 즉시 조리를 하기 때문에 다소 시간이 걸릴 수 있으며 또한 일본 홋카이도 프리미엄 생크림 소프트콘도 맛볼 수 있다. 규텐동, 아나고텐동 등이 이집 인기 메뉴이다"
530,동우설렁탕 본점,529,서울특별시 성북구 개운사길 45,설렁탕,"10:00~21:00(라스트 오더 20:30)",종암동 국수 말아먹는 설렁탕집
531,한강회관,530,서울특별시 용산구 이촌로75길 10-3,한우불고기,"11:00 ~ 22:00","한국의 전통미와 맛을 동시에 즐길 수 있는 한우불고기 맛집인 한강회관이다. 인공조미료를 사용하지 않아 식자재의 안전을
최우선시 하는 식당이다. 불판에 고기를 얹고 육수를 가득 부어주어 불고기가 노릇하게 익어갈 때쯤이면 달걀을 풀어 맛의
풍미를 더해준다. 육수가 자극적이지 않으며 당면사리까지 추가하면 서울식 불고기를 제대로 맛볼 수 있다."
532,스시도쿠 왕십리본점,531,서울특별시 성동구 왕십리광장로 6,"점품스시(10pc), 진품스시(10pc), 특품스시(10pc), 도쿠스시(10pc)","월~목 11:30 ~ 22:00 ( 브레이크 타임 14:30~17:00 / 라스트 오더 21:00), 금~일 11:30 ~ 22:00 ( 브레이크 타임 없음 / 라스트 오더 21:00)",정통숙성 라이브 초밥 전문점
533,스즈란테이,532,서울특별시 용산구 이촌로 245 로얄상가,일본가정식,매일 11:30 ~ 21:30 (15:00 ~ 17:00 브레이크타임 / 21:10 라스트오더),이촌 재팬타운에서 맛보는 일본 가정식
534,이촌동면옥 직영점,533,서울특별시 용산구 이촌로54길 17,"갈비탕, 냉면","11:00~21:30(라스트오더 20:30)",갈비탕과 냉면이 맛있는 용산 맛집
535,괴르츠,534,서울특별시 마포구 토정로 136-13,"스테이크, 파스타",매일 11:30~23:00,한강의 야경을 즐길 수 있는 분위기 있는 레스토랑
536,청수장,535,서울특별시 성북구 정릉로 237-2,청수돼지갈비,"11:00~21:30(라스트 오더 21:00)",돼지갈비와 냉면이 맛있는 정릉 맛집
537,서강팔경,536,서울특별시 마포구 토정로 128,코스요리,"12:00~24:00브레이크타임 15:00~17:30 / 19:30~20:00라스트오더 23:30",미식과 시각적 즐거움을 모두 즐길 수 있는 스토리가 있는 식당
538,하나일식,537,서울특별시 용산구 이촌로64길 61 장미아파트,"점심정식1, 저녁초밥",매일 11:00 ~ 22:00,작은 일본을 만나는 동부이촌동 일식집
539,들풀한상,538,서울특별시 마포구 동교로 156-5,곤드레솥밥,"11:30 - 22:30(15:00 - 17:00 브레이크타임)",건강한 솥밥과 전통주를 맛볼 수 있는 곳
540,돈까스잔치 동빙고점,539,서울특별시 용산구 서빙고로 297,"왕돈가스, 잔치국수, 국물 비빔국수, 돈잔국수, 돈비국수","10:30~21:30 (라스트오더 21:00)",왕돈가스와 잔치국수 용산 맛집
541,강강술래 홍대점,540,서울특별시 마포구 잔다리로6길 25 재륜빌딩,술래양념정식,"11:30 - 22:00","28년 전통의 숯불구이 명가"
542,라멘트럭 상수본점,541,서울특별시 마포구 독막로14길 31,라멘,매일 11:00 ~ 20:30,다양한 라멘을 즐길 수 있는 상수동 라멘 전문점
543,인생한우,542,서울특별시 성동구 마장로31길 43,"1++티본스테이크, 1++엘본스테이크","11:00 ~ 22:00 (토,일 15:00~16:00, 라스트오더 21:00)",워터에이징숙성 마장동 한우전문점
544,베이스캠프,543,서울특별시 마포구 잔다리로3안길 21,"2인 set: 목살, LA갈비, 모둠소시지, 하이네캔 2캔",평일 17:00 - 01:00/ 주말 17:00 - 02:00,외국인 관광객들이 빼놓지 않고 찾는 명소
545,스키우동,544,서울특별시 마포구 독막로14길 4,스키야키우동,"10:30 - 20:00(브레이크 타임 15:00 - 16:00)","혼자 부담없이 와도될 정도로 일인석이 많은 음식점이다. 외관이 일본풍을 물씬 풍기고 있으며 내부는 깔끔하게 정리되어 있다. 메뉴는 전체적으로 우동메뉴와 소바, 덮밥류로 나누어져 있다. 그 외 고기나 튀김류가 있다. 일본 전국구 3대장 우동이라는 타이틀을 가지고 있다."
546,더 페이머스 버거,545,"서울특별시 마포구  잔다리로3안길 (24, LIME)",페이머스 버거 세트,"월~목요일,일요일 12:00~ 22:00 / 금요일 ~토요일 12:00~ 23:00",래퍼 로꼬가 운영하는 핫한 수제버거 전문점
547,바다회사랑2호점,546,서울특별시 마포구 동교로 143,광어,"월~토 14:30 - 01:00, 일 14:30 - 23:00",싱싱한 방어를 즐길 수 있는 바다회사랑 2호점
548,닭내장집,547,서울특별시 서대문구 수색로 28-5,닭내장,"10:30 ~ 22:30","가성비 넘치는 오래된 노포에서의 한 끼, 또는 한 잔?"
549,오엔(ON),548,서울특별시 강남구 압구정로11길 37-30,"스테이크, 파스타&피자","11:00 ~ 05:00(익일)",고품격 식당
550,슬로우타코,549,서울특별시 마포구 독막로5길 33,슬로우타코(곱창타코),"12:00~22:00 (21:00 라스트오더) / 15:30~17:00 브레이크타임",구성이 알찬 플래터 한 상
551,카와카츠 본점,550,서울특별시 마포구 동교로 126 광남벨라스아파트,카와 로스카츠 정식,"11:30-20:00 / 15:00-17:00 브레이크타임",서울 돈가스 웨이팅 맛집
552,마장동 한우촌,551,서울특별시 성동구 마장로35길 68 마축일축산물시장,"한우갈비탕, 한우설텅탕, 물냉면, 비빔냉면","11:00 ~ 22:00",토종한우만을 고집하는 마장동 한우맛집
553,악어떡볶이,552,서울특별시 성동구 마조로 33,떡볶이,"10:30~21:00 (브레이크타임 15:00~15:30)",매일 아침 방앗간에서 직접 뽑은 국내산 쌀떡으로 조리하는 떡볶이 맛집
554,갈비명가이상 돈암본관,553,서울특별시 성북구 정릉로 364,"이상 눈꽃생갈비, 이상 눈꽃양념갈비, 이동갈비","11:00~22:00(21:30 라스트오더)",궁중갈비의 40년 맥을 이은 갈비집
555,몽실이네 토종한우,554,서울특별시 성동구 마장로35길 70,한우등심 / 한우모둠 / 갈비탕,"11:00 ~ 23:00",양질의 우수한 한우를 요리하는 곳
556,경동함흥냉면,555,서울특별시 동대문구 고산자로38길 19,비빔냉면,"08:00~20:00 (매번 상이함)",냉면 전문점
557,용문집,556,서울특별시 성동구 마장로35길 76,한우꽃등심,- 화~토 11:00~02:00(라스트오더 01:00)- 일요일 11:00~22:00(라스트오더 21:00),마장동에서 가장 유명한 한우 전문점
558,마장갈비,557,서울특별시 성동구 마장로 292-1,돼지갈비,"10:00~22:00 (라스트오더 21:30)","1982년부터 마장역 앞을 지켜 온 숯불구이 전문점"
559,스시겐,558,서울특별시 마포구 양화로7길 6-12,코스요리,"11:30~22:00 (브레이크타임 15:00~17:00)",일본다운 전통 일식의 진수를 볼 수 있는 곳
560,오레노라멘 본점,559,서울특별시 마포구 독막로6길 14,토리빠이탄 라멘,"11:00 ~ 21:00 (14:40 ~ 17:00 브레이크타임)",합정역 부근의 라멘 맛집
561,우동 카덴,560,서울특별시 마포구 양화로7안길 2-1,가케우동,"평일 11:30 - 21:30 (브레이크 타임 14:40 - 17:30, 라스트 오더 20:30) 토 11:30 - 20:30 (라스트 오더 20:00)",합정역에서 즐길 수 있는 다양한 우동
562,옥동식,561,서울특별시 마포구 양화로7길 44-10 3차신도빌라,돼지곰탕,"평일 11:00 ~ 22:00 (브레이크 타임 15:00 ~ 17:00, 라스트 오더 21:30) 주말 11:00 ~ 21:00 (브레이크 타임 없슴. 라스트 오더 20:30)",담백한 돼지곰탕을 즐길 수 있는 합정역 맛집
563,불맛감자국,562,서울특별시 은평구 응암로 172-1,감자탕,"00:00 ~ 24:00",매운 맛으로 변경이 가능한 감자탕집
564,오소리순대,563,서울특별시 동대문구 회기로4길 16,모둠순대 / 순대국,"11:30 ~ 22:00",오소리순대는 매일 아침 그날 판매할 음식을 준비하고 음식이 다 떨어지면 더 이상 장사를 하지 않는다. 재료는 30년을 한결같이 주인이 직접 눈으로 확인하고 고른다. 박리다매라는 주인의 원칙에 따라 모든 재료는 최고급을 사용한다. 사골을 24시간 고아서 국물을 내고 순대와 갖가지 고기를 푸짐하게 넣고 끓이는 순댓국은 맛이 깔끔하다.
565,본앤브레드 신관,564,서울특별시 성동구 마장로42길 1,"한우맡김차림, PRIVATE DINING","화~수 18:00 ~ 22:30, 목~일 12:00~22:30 (15시~18시 브레이크타임)",한우 오마카세 전문점
566,이화감자국,565,서울특별시 은평구 응암로 176-1,감자탕,"09:30-23:00",넉넉하고 깊은 맛
567,태조대림감자국,566,서울특별시 은평구 응암로 172,감자탕,"00:00~24:00",부드러운 고기와 싱싱한 우거지의 환상의 조합
568,피키니키 라자냐,567,서울특별시 성동구 서울숲2길 14,"하우스 라구 라자냐, 트러플 비프 라자냐","화 - 금  11:30 ~ 21:00, 토 - 일 12:00 ~ 21:00(브레이크타임 15:30 ~ 17:00)",라자냐를 좋아하는 사람들이 만든 캐주얼 라자냐 전문점
569,참숲,568,서울특별시 마포구 월드컵로10길 15,"스테이크, 오믈렛","11:30-21:00 (15:00-17:00브레이크 타임) (14:00, 20:00 라스트오더)",참숲만의 특별한 음식
570,엘몰리노,569,서울특별시 성동구 서울숲2길 19-18,Pulpo Tostada,수 - 일  17:00 ~ 22:00,정통 멕시코 음식을 경험할 수 있는 곳
571,일구공 성수 본점,570,서울특별시 성동구 서울숲길 37,"한우 불고기 버거, 트러플 크림 뇨끼 버거","11:30 ~ 21:00 (브레이크타임 15:00 ~ 17:00, 라스트오더 14:30, 20:30)",성수동 수제 버거 맛집
572,파스타얼론,571,"서울특별시 성북구  종암로9길 (86, 종암2차)",자메이카 통다리 파스타,"11:00 ~ 20:00","파스타얼론은 국내산 대추토마토, 100% 자여산 동물성 생크림, 자연산 치즈 등 좋은 재료만을 선별해 요리한다. 48시간 이내 볶은 원두로 내린 신선한 커피와 부드러운 쉐이크도 함께 즐길 수 있다.독서실처럼 칸막이가 설치되어 있고, 식기도 일회용으로 매우 위생적이다. 파스타랑 스프는 아래에 양초와 함께 나와 끝까지 따뜻하게 먹을 수 있다. 비주얼도 맛도 매우 훌륭하다."
573,백리향,572,서울특별시 영등포구 63로 50,코스요리,"11:30 ~ 22:00 (브레이크타임 15:00 ~ 17:30)","여의도 63빌딩 57층에 있는 중국음식점 백리향은 중국 광동 지방과 사천지방의 전통 조리법을 바탕으로 북경식, 사천식 조리법이 가미되어 사계절 제철 식재료를 사용한 중식 요리를 제공하고 있다. 비즈니스 메뉴와 점심 메뉴, 주말 가족 메뉴 등이 코스로 준비되며, 모임의 규모에 맞는 다양한 별실이 마련되어 있어 품격 있는 분위기에서 모임이 가능하다. 특화된 전문 다례 서비스로 중국 명차를 제공한다."
574,서부감자국,573,서울특별시 은평구 서오릉로 8,"감자국, 우거지감자국",매일 00:00 ~ 24:00(24시간 영업),은평구청 인근 맛과 정이 넘치는 노포 감자탕집
575,그릭조이,574,서울특별시 마포구 성지1길 6,플라카,"11:30 ~ 22:00",그리스 본토의 요리 맛을 느낄 수 있는 식당
576,노모어피자 서울숲점,575,서울특별시 성동구 서울숲2길 26,"옥수수새우피자L, 반반피자(R)",화 - 금  11:30 ~ 21:00 (브레이크타임 15:300 ~ 17:00) / 토 – 일  11:30 ~ 21:00 (브레이크타임 16:00 ~ 17:00),배달 주문도 가능한 성수동 피자 맛집
577,차만다 서울숲점,576,서울특별시 성동구 서울숲2길 28-12,"비프 웰링턴, 세터데이 스테이크","월~금 11:30~21:30, 토~일 12:00~21:30 (브레이크타임 15:00~17:30, 라스트오더 21:00)",달인의 영국 가정식 맛집
578,망원동즉석우동 본점,577,서울특별시 마포구 동교로 83,즉석우동,"11:00 ~ 22:00",TV에 나온 망원동 즉석우동과 돈가스 맛집
579,더즌오이스터,578,서울특별시 성동구 서울숲4길 12-7 스타힐스,"Oyster dozen, Oyster halfdozen,Grilled Oyster",매일 15:00~23:00(라스트오더 21:50),서울숲 최고의 굴요리 전문 식당
580,유가츠,579,서울특별시 성동구 서울숲4길 12-7 스타힐스,로스카츠,"11:30 - 20:30",맛있는 일본식 돈가츠
581,청량리함흥냉면,580,서울특별시 동대문구 홍릉로5길 13,회냉면,"11:00 ~ 20:00",직접 뽑은 면과 육수의 깊은 맛
582,제스티살룬 성수,581,서울특별시 성동구 서울숲4길 13,"Zesty garlic burger, Wasabi shrimp burger","11:30~21:00 (라스트오더 20:00)",새우버거로 유명한 서울숲 수제 버거 맛집
583,각시보쌈,582,서울특별시 마포구 성지길 25 보광빌딩,각시정식,매일 11:00~23:00 (15:00~16:30 브레이크 타임),합정역 근처 유명한 보쌈 맛집
584,할머니냉면,583,서울특별시 동대문구 왕산로37길 51,냉면,"10:00 ~ 21:30",냉면 4대 맛집으로 손꼽히는 청량리 매운 냉면
585,연남토마 성수점,584,서울특별시 성동구 서울숲4길 16-20,가츠덮밥,매일 11:30~21:00(라스트오더20:30),줄 서서 먹는 퓨전음식 전문점
586,비건카페 달냥,585,서울특별시 은평구 녹번동,현미쌀까스와 양배추샐러드,"11:00 ~ 18:00",서울 녹번동 비건 요리 전문점
587,쎄콩데live,586,서울특별시 성동구 서울숲2길 34,"쎄콩데 브랙퍼스트(Secondaire Breakfast + Secondaire Jam, Compote, Spread, Marmalade, Custard 중 택3, Vanilla Custard (바닐라 커스터드 프렌치토스트)","월-목 11:00 ~ 19:00, 금-일 11:00 ~ 22:00",잼을 남다른 생각으로 만드는 잼 맛집
588,외양간,587,서울특별시 마포구 성미산로 13,생갈비살,"16:00 ~ 24:00",마포구 성산동에 있는 육우 전문 음식점
589,난포,588,서울특별시 성동구 서울숲4길 18-8,"곰국, 제철회묵은지말이","11:00 ~ 22:00(15:30~17:00  브레이크 타임)",한식의 새로움을 발견할 수 있는 서울숲 맛집
590,다로베,589,서울특별시 성동구 왕십리로11길 7,"Margherita 피자, LANGOSTINO 파스타",수~일  16:30 ~ 22:00 (라스트오더 21:00),서울숲 인근 성수동 화덕피자 전문점
591,댓길,590,서울특별시 성동구 서울숲길 51-1,포삼겹,"월~금 17:00~22:00(라스트오더 21:00), 토 14:00~22:00(라스트오더 21:00)",포삼겹으로 유명한 성수동 돼지구이 맛집
592,교다이야,591,서울특별시 마포구 성지길 39,가케우동,"11:00~20:30 (15:00~17:00 브레이크타임)",합정동 미쉐린 가이드 선정 서울 맛집
593,큰대문집,592,서울특별시 성북구 종암로14길 6-21,모듬(750g),"11:00~21:30",정통 한옥에서 즐기는 생등심의 참맛
594,플레이버타운,593,서울특별시 성동구 서울숲4길 18-7,"족발튀김, 황제커리[Half]","화~금 17:00~22:00(라스트오더 21:00), 토 12:00~22:00 (브레이크타임 15:00~17:00)","Chef TK, Claire 의 백 그라운드 레스토랑"
595,홍능갈비집본점,594,서울특별시 동대문구 제기로 85,한우 생갈비,매일 11:30 ~ 21:30,"55년 전통의 소갈비 전문점"
596,비스트로성수,595,서울특별시 성동구 서울숲2길 40,"티본스테이크 500g세트(2인), 런치(평일) 스테이크세트","11:30 ~ 22:00(브레이크타임 15:00 ~ 17:00, 주말 브레이크 타임 없음)",서울숲의 스테이크 맛집
597,엘더버거,596,서울특별시 성동구 서울숲2길 40-7,엘더클래식,목 - 화  11:20 ~ 20:30(브레이크타임 15:00 ~ 17:00),미국 버거 챔피언이 만든 성수동 수제버거
